GDS_SS,GDS_TS,GDS_TSS,GDS_DTSS,LMS,SRR,PRR,SPRR,MW,LRI,OGDS
0.18298307801837735,0.7503146005634013,0.7503146005634013,0.7485603940792818,0.8409706843872825,0.25920992192717224,0.40538892708269436,0.3467976388975395,0.7984957239149358,0.6089554101057357,0.7783282721588404
0.804451727515787,0.7939071795111853,0.5697337206187991,0.5697337206187991,0.7939071795111853,0.5467625435039487,0.5492536285000167,0.5550333115433698,0.6876119489166075,0.6652414971475319,0.7334915050813715
0.5034853669928131,0.7916447209060308,0.7916447209060308,0.7577515945870208,0.8115398506823666,0.46767894361361656,0.38179569983450606,0.5125864956144709,0.8639620482482699,0.40740583996796353,0.8131650815773149
0.5798511410312723,0.6239149704218536,0.5912607118748677,0.5912607118748677,0.6239149704218536,0.22682936622907887,0.22682936622907887,0.11703480061171367,0.5510173030924955,0.6049843728156111,0.6530683417691934
0.44552483301918766,0.7051520623348426,0.7051520623348426,0.704301911263813,0.6212827310502897,0.7702832035241363,0.768088509169009,0.7547090401040744,0.6474400938153066,0.7233099747388329,0.7725876430762192
0.7381256413092682,0.8501854839192657,0.8501854839192657,0.8501854839192657,0.8394712497864432,0.7247527750320305,0.6938799620332198,0.7621125070614206,0.6800307990146047,0.7922697476915064,0.8501854839192657
0.7160989029030238,0.7922086956169837,0.8065311958589029,0.808577825302977,0.8299188417231209,0.8123728954014031,0.8495114793970667,0.815446772212673,0.7989282040079746,0.9105964885550156,0.8060314588646202
0.24873969677938507,0.3949329094447116,0.4611422470330936,0.3949329094447116,0.3949329094447116,0.28932684239873857,0.08508543494049456,0.10997132933936402,0.10997132933936402,0.11458202415614135,0.45889548731059854
0.43335147255414264,0.7307513200799851,0.7307513200799851,0.6666595068863364,0.7577074349085408,0.4130435084266577,0.6506987805750294,0.5730527625762144,0.696605839930251,0.6064689951447806,0.7661544085147842
0.3574887470076377,0.6402662926601497,0.6402662926601497,0.5935348159040825,0.5193023784669566,0.5064066826333815,0.5782026224834647,0.5677439415291543,0.6317468186578727,0.5515545507722764,0.7816050923755767
