LRI,OPRR,PRR,SPRR,SRR,SRR,SRR,SRR,SRR
0.8789121845803505,0.984140561352446,0.9762108420286688,0.9830522619107275,0.9762108420286688,0.9524216840573377,0.9795091346508857,0.9524216840573377,0.9762108420286688
0.6089554101057357,0.38590612247031614,0.40538892708269436,0.3467976388975395,0.3641076561725682,0.197486867463638,0.3348034729790036,0.3762755933743204,0.25920992192717224
0.6652414971475319,0.5828752897084257,0.5492536285000167,0.5550333115433698,0.49847648614246737,0.4334363184800158,0.5567047888800719,0.5230622641266541,0.5467625435039487
0.40740583996796353,0.5235464207380036,0.38179569983450606,0.5125864956144709,0.43393820374123954,0.4519267484501007,0.3849564149669104,0.49135076289952,0.46767894361361656
0.6049843728156111,0.22857980982890208,0.22682936622907887,0.11703480061171367,0.15451907473581403,0.22682936622907887,0.1358599504021502,0.22857980982890208,0.22682936622907887
0.7233099747388329,0.7726993243859137,0.768088509169009,0.7547090401040744,0.6710391800200877,0.6959235529761194,0.7532509731074359,0.7618333283793988,0.7702832035241363
0.7922697476915064,0.7568581738680278,0.6938799620332198,0.7621125070614206,0.7348924875363061,0.7458683102927226,0.7740950446834786,0.670658508673676,0.7247527750320305
0.9105964885550156,0.8543133161278569,0.8495114793970667,0.815446772212673,0.8483760530985449,0.7492952006729432,0.8514499299098148,0.7772534138221763,0.8123728954014031
0.11458202415614135,0.28932684239873857,0.08508543494049456,0.10997132933936402,0.09472414721326569,0.09472414721326569,0.07331421955957601,0.07331421955957601,0.28932684239873857
0.6064689951447806,0.649061448900758,0.6506987805750294,0.5730527625762144,0.6342102401641574,0.6295888875800214,0.3772509535491953,0.5403663241931487,0.4130435084266577
0.5515545507722764,0.6113130192791699,0.5782026224834647,0.5677439415291543,0.388141280671003,0.3178273823958935,0.5103663777934434,0.525198863961294,0.5064066826333815
